,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_PH_TANK1.1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_PH_TANK1.2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_HEAT_CH01,PHOS_FIRE_TEMP_HEAT_CH02,PHOS_FIRE_TEMP_HEAT_CH03,PHOS_FIRE_TEMP_HEAT_CH04,PHOS_FIRE_TEMP_KEEP_CH01,PHOS_FIRE_TEMP_KEEP_CH02,PHOS_FIRE_TEMP_KEEP_CH03,PHOS_FIRE_TEMP_KEEP_CH04,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_TEMP_HEAT1_CH01,DIELEC_FIRE_TEMP_HEAT1_CH02,DIELEC_FIRE_TEMP_HEAT1_CH03,DIELEC_FIRE_TEMP_HEAT2_CH01,DIELEC_FIRE_TEMP_HEAT2_CH02,DIELEC_FIRE_TEMP_HEAT2_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_KEEP_CH03,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID
2469,47.0,138.0,78.0,101.0,387.0,346.0,43.7,92.0,63.1396,61.4623,63.9,23.5,9.1997,30.7415,6.5489,34.5991,2.0326,2.051,47.4,139.8,107.8,56.6,33.9,33.6,82.8,392.0,404.0,419.0,440.0,480.0,480.0,480.0,475.0,442.0,393.0,371.0,3654.0,4078.0,4462.0,2592.0,296.0,342.0,349.0,454.0,452.0,472.0,577.0,584.0,573.0,536.0,2163.0,2139.0,3327.0,3911.0,3097.0,2885.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-10,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-10,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-10
2470,45.0,138.0,78.0,102.0,392.0,374.0,44.8,92.0,60.6713,62.3585,61.9819,23.0,9.2,31.3,6.54,34.8,2.0303,2.0026,48.0,140.0,109.2,54.4,31.4,36.4,83.7,393.0,404.0,419.0,439.0,481.0,481.0,480.0,475.0,444.0,392.0,371.0,3606.0,4046.0,4427.0,2575.0,296.0,342.0,349.0,454.0,453.0,473.0,574.0,582.0,578.0,534.0,2117.0,2111.0,3214.0,3848.0,2985.0,2913.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-11,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-11,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-11
2471,46.2,139.0,78.1,101.1,370.7,339.4,44.5,93.0,59.9,63.0151,64.0172,23.4484,9.2,31.4,6.55,34.9,2.0242,2.0008,47.1,139.8,108.9,57.1,32.2,32.5,82.8,394.0,406.0,420.0,441.0,480.0,480.0,480.0,475.0,444.0,392.0,371.0,4106.0,4044.0,4484.0,2516.0,296.0,342.0,349.0,455.0,453.0,473.0,575.0,582.0,576.0,539.0,2144.0,2163.0,3238.0,3830.0,3014.0,2921.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-12,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-12,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-12
2472,44.0,139.0,79.1,102.0,348.3,420.6,43.5,98.0,60.7542,61.4202,61.8144,23.4161,9.1999,30.9194,6.55,34.5689,2.0284,2.0453,47.2,139.8,106.8,52.0,25.8,35.6,82.0,393.0,405.0,420.0,440.0,479.0,480.0,480.0,475.0,445.0,394.0,373.0,3619.0,4039.0,4448.0,2569.0,295.0,342.0,349.0,453.0,452.0,473.0,576.0,582.0,572.0,526.0,1952.0,2056.0,3143.0,3082.0,2912.0,2958.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-13,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-13,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-13
2473,46.0,138.0,78.9,101.1,380.0,343.8,45.3,92.0,59.8941,60.6248,62.2891,23.5,9.1992,30.6782,6.5489,35.1723,2.0303,2.0581,47.8,141.1,115.0,55.7,25.8,33.0,84.9,393.0,405.0,419.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,4107.0,4006.0,4467.0,2512.0,296.0,342.0,349.0,453.0,453.0,472.0,570.0,582.0,572.0,531.0,2020.0,2156.0,3497.0,3364.0,3207.0,3143.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-14,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-14,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-14
2474,46.0,139.0,77.6,101.8,319.1,403.0,41.2,92.0,59.8275,64.52199999999999,64.5,23.4286,9.2,31.1,6.55,34.8,2.024,1.9975,44.8,139.8,112.0,52.7,28.0,32.9,85.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,391.0,370.0,4140.0,3996.0,4461.0,2532.0,296.0,342.0,349.0,455.0,454.0,474.0,569.0,583.0,573.0,531.0,2026.0,2173.0,3478.0,3362.0,3216.0,3168.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-15,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-15,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-15
2475,45.4,138.0,75.6,100.7,374.4,335.4,44.8,92.0,60.6,60.0633,63.5978,23.3844,9.2,31.1,6.55,34.8,2.0311,1.9959,47.3,139.8,107.3,53.9,26.9,35.6,82.7,393.0,405.0,420.0,440.0,479.0,479.0,479.0,475.0,447.0,395.0,374.0,4048.0,3952.0,4410.0,2477.0,296.0,342.0,349.0,454.0,452.0,472.0,576.0,583.0,576.0,535.0,2036.0,2063.0,3154.0,3588.0,3234.0,2698.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-16,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-16,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-16
2476,45.1,139.0,78.9,102.0,365.7,365.3,44.3,93.0,59.68899999999999,62.8264,61.8835,23.5,9.2,31.4,6.55,34.9,2.0245,2.0043,47.0,140.7,110.6,55.2,33.2,36.0,83.0,394.0,405.0,421.0,443.0,480.0,480.0,480.0,475.0,446.0,393.0,372.0,4103.0,4025.0,4470.0,2515.0,296.0,342.0,349.0,453.0,453.0,473.0,571.0,583.0,574.0,529.0,2031.0,2143.0,3418.0,3333.0,3219.0,3393.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-17,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-17,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-17
2477,47.0,138.0,78.0,101.0,387.0,346.0,43.7,92.0,63.1396,61.4623,63.9,23.5,9.1997,30.7415,6.5489,34.5991,2.0326,2.051,47.4,139.8,107.8,56.6,33.9,33.6,82.8,392.0,404.0,419.0,440.0,480.0,480.0,480.0,475.0,442.0,393.0,371.0,3654.0,4078.0,4462.0,2592.0,296.0,342.0,349.0,454.0,452.0,472.0,577.0,584.0,573.0,536.0,2163.0,2139.0,3327.0,3911.0,3097.0,2885.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-18,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-18,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-18
2478,47.0,138.0,77.8,101.4,327.8,398.4,45.7,92.0,60.26,61.6011,60.5579,23.3579,9.1994,31.0316,6.5487,33.8674,2.0321,2.06,47.0,139.2,103.2,55.8,29.8,32.8,82.0,393.0,404.0,419.0,439.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,3632.0,4073.0,4482.0,2584.0,297.0,342.0,349.0,454.0,452.0,473.0,575.0,581.0,572.0,533.0,2163.0,2128.0,3269.0,3900.0,3037.0,2949.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-19,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-19,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-19
2479,46.0,138.0,77.1,101.3,376.4,416.3,46.7,93.0,62.2082,60.6,64.5,23.3812,9.1988,31.0953,6.5491,34.16,2.0286,2.0627,46.3,140.5,112.9,52.5,32.4,34.5,83.7,394.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,371.0,4062.0,3983.0,4429.0,2480.0,296.0,342.0,349.0,454.0,453.0,472.0,570.0,581.0,570.0,535.0,2028.0,2159.0,3523.0,3272.0,3223.0,3144.0,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-20,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-20,1호기,2호기,2호기,2호기,1호기,LOT-224,PNL-20
2480,40.4,136.0,77.0,102.6,379.5,360.3,34.1,101.0,62.0791,60.5,60.6279,22.8,9.2,30.0,6.54,30.3,2.0262,1.9926,48.0,141.7,115.2,48.5,23.7,33.7,85.2,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4082.0,4005.0,4439.0,2488.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,534.0,2069.0,2168.0,3407.5,3491.0,3132.0,3136.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-01,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-01,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-01
2481,45.5,137.0,78.0,102.5,368.0,359.5,42.6,92.0,59.7953,60.7267,62.9779,23.5047,9.2,31.4,6.5497,34.9,2.03,2.0335,44.1,137.3,99.8,61.1,29.8,32.5,79.6,394.0,406.0,421.0,441.0,480.0,480.0,480.0,475.0,445.0,393.0,371.0,4099.0,3942.0,4417.0,2510.0,296.0,342.0,349.0,455.0,453.0,473.0,569.0,582.0,569.0,534.0,1998.0,2199.0,3408.0,3285.0,3130.0,3198.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-02,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-02,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-02
2482,46.2,138.0,76.8,102.0,314.0,423.8,47.0,92.0,60.7564,62.1099,61.1891,23.4891,9.1994,30.5406,6.5501,32.7386,2.0289,2.0739,47.5,140.0,109.9,55.9,34.6,31.8,83.0,394.0,406.0,421.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,370.0,3638.0,4104.0,4470.0,2594.0,296.0,342.0,348.0,456.0,455.0,474.0,575.0,582.0,574.0,537.0,2319.0,2134.0,3325.0,3811.0,3148.0,2987.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-03,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-03,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-03
2483,46.8,139.0,78.0,101.0,376.5,335.8,45.8,92.0,60.3406,60.8844,62.3,23.5,9.2,31.4,6.55,34.9,2.0266,1.999,47.3,140.0,110.8,58.0,32.6,36.6,82.8,393.0,405.0,420.0,441.0,479.0,479.0,479.0,475.0,444.0,394.0,373.0,3654.0,4067.0,4463.0,2585.0,296.0,342.0,349.0,454.0,453.0,472.0,574.0,582.0,577.0,537.0,2143.0,2125.0,3340.0,3914.0,3184.0,2893.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-04,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-04,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-04
2484,46.0,138.0,79.0,102.0,393.0,336.5,44.0,92.0,60.4232,61.7,61.1929,23.5,9.1997,30.6848,6.5484,34.6475,2.0262,2.0574,46.8,139.0,111.0,55.8,28.7,32.7,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,3647.0,4106.0,4476.0,2586.0,297.0,343.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,537.0,2150.0,2187.0,3321.0,3898.0,3095.0,2907.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-05,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-05,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-05
2485,46.0,138.0,78.9,101.1,380.0,343.8,45.3,92.0,59.8941,60.6248,62.2891,23.5,9.1992,30.6782,6.5489,35.1723,2.0303,2.0581,47.4,141.5,115.3,56.2,28.9,32.9,84.6,392.0,404.0,419.0,439.0,479.0,479.0,480.0,475.0,443.0,392.0,372.0,3657.0,4074.0,4485.0,2611.0,296.0,342.0,349.0,453.0,453.0,472.0,570.0,582.0,572.0,531.0,2020.0,2156.0,3497.0,3364.0,3207.0,3143.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-06,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-06,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-06
2486,45.3,138.0,78.0,103.0,374.2,336.0,47.4,92.0,60.2,60.8363,60.452,23.401,9.1991,30.5,6.5482,31.4069,2.0288,2.0074,45.0,138.8,107.5,51.5,24.3,31.7,82.8,393.0,404.0,420.0,439.0,480.0,480.0,480.0,475.0,442.0,391.0,370.0,4059.0,3951.0,4415.0,2488.0,296.0,342.0,349.0,453.0,452.0,472.0,575.0,582.0,575.0,538.0,2094.0,2114.0,3223.0,3866.0,3013.0,2938.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-07,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-07,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-07
2487,46.0,138.0,77.0,100.1,375.0,385.9,46.4,92.0,60.5625,60.6604,60.976000000000006,23.4031,9.2,30.8,6.55,35.3,2.0231,2.0015,46.3,138.8,106.1,55.3,30.5,34.8,81.4,392.0,404.0,420.0,440.0,479.0,479.0,480.0,475.0,446.0,394.0,373.0,3667.0,4076.0,4456.0,2585.0,296.0,343.0,349.0,454.0,453.0,472.0,569.0,582.0,571.0,534.0,2040.0,2267.0,3527.0,3271.0,3150.0,3168.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-08,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-08,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-08
2488,45.1,138.0,78.1,102.8,404.0,283.0,45.4,93.0,61.5784,62.5,61.2639,23.4412,9.2,31.4,6.55,34.9,2.0296,1.993,47.7,139.8,108.4,56.9,32.8,32.8,82.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,394.0,373.0,4119.0,4003.0,4441.0,2527.0,296.0,342.0,349.0,454.0,453.0,473.0,574.0,582.0,577.0,537.0,2167.0,2148.0,3330.0,3815.0,3099.0,2957.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-09,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-09,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-09
2489,46.0,140.0,79.9,103.1,350.8,356.9,44.4,94.0,60.4086,60.0667,60.7312,23.1269,9.2,31.0,6.55,32.3,2.0305,2.006,46.1,138.8,108.6,51.5,31.0,34.9,81.3,394.0,406.0,421.0,441.0,480.0,480.0,480.0,475.0,443.0,393.0,371.0,4092.0,4009.0,4431.0,2472.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,582.0,573.0,533.0,1999.0,2185.0,3494.0,3286.0,3199.0,3227.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-10,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-10,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-10
2490,45.0,139.0,79.0,102.0,348.0,433.3,45.1,92.0,61.703,61.317,65.181,23.412,9.1995,30.729,6.5485,34.108000000000004,2.0307,2.0719,45.5,138.9,104.1,55.7,27.7,31.1,82.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,446.0,392.0,372.0,3634.0,4065.0,4430.0,2579.0,298.0,345.0,351.0,454.0,453.0,472.0,572.0,581.0,575.0,539.0,2159.0,2368.0,3312.0,3918.0,3081.0,2870.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-11,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-11,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-11
2491,46.0,138.0,76.4,102.9,392.9,364.2,45.3,93.9,61.5084,61.4,65.5389,23.5,9.1996,30.7,6.5506,34.1158,2.0284,2.0609,47.8,139.1,108.9,53.0,26.2,31.5,82.9,393.0,404.0,420.0,440.0,479.0,480.0,480.0,475.0,443.0,392.0,372.0,4100.0,4024.0,4456.0,2507.0,296.0,342.0,350.0,454.0,453.0,472.0,575.0,581.0,573.0,537.0,2114.0,2183.0,3511.0,3863.0,3030.0,2947.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-12,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-12,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-12
2492,46.0,138.0,77.9,101.0,382.8,369.1,45.3,92.9,60.0856,63.5536,64.0557,23.3619,9.1995,31.0577,6.5493,34.033,2.0296,2.0535,47.2,139.8,110.1,57.2,32.3,32.5,83.8,393.0,405.0,419.0,440.0,481.0,481.0,480.0,475.0,444.0,392.0,372.0,3640.0,4100.0,4465.0,2574.0,296.0,342.0,349.0,454.0,452.0,472.0,573.0,580.0,568.0,532.0,1993.0,2162.0,3504.0,3432.0,3134.0,3213.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-13,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-13,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-13
2493,46.0,138.0,78.8,102.0,313.3,408.3,44.8,93.0,60.7495,61.4921,62.299,23.4436,9.2,31.4,6.55,34.9,2.0382,1.9994,47.4,139.7,108.0,55.6,28.4,32.5,82.8,393.0,405.0,420.0,439.0,481.0,480.0,480.0,475.0,440.0,388.0,367.0,4136.0,3963.0,4483.0,2531.0,296.0,342.0,349.0,454.0,452.0,473.0,575.0,582.0,575.0,535.0,2115.0,2133.0,3318.0,3801.0,3099.0,2977.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-14,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-14,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-14
2494,47.9,139.0,78.0,101.0,398.4,350.1,44.7,92.9,60.7,60.225,62.2427,23.4167,9.1995,30.699,6.5482,33.7,2.0302,2.0544,48.5,140.5,107.7,57.2,33.2,32.5,83.6,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,390.0,369.0,3636.0,4097.0,4456.0,2581.0,297.0,343.0,348.0,454.0,452.0,472.0,576.0,583.0,576.0,535.0,2129.0,2166.0,3249.0,3867.0,3016.0,2906.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-15,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-15,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-15
2495,46.0,138.0,78.0,101.1,349.3,398.8,43.6,91.1,62.5,61.0011,63.163000000000004,23.4772,9.2,31.4,6.6,34.9,2.0277,2.0021,47.5,139.9,109.1,59.7,27.2,33.3,82.6,393.0,405.0,420.0,441.0,480.0,480.0,480.0,475.0,444.0,392.0,370.0,3645.0,4090.0,4479.0,2573.0,296.0,342.0,349.0,455.0,453.0,473.0,575.0,582.0,575.0,536.0,2098.0,2159.0,3590.0,3816.0,3033.0,2980.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-16,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-16,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-16
2496,46.9,138.0,77.9,101.1,278.3,419.0,46.5,92.0,61.411,63.477,62.172,23.45,9.1998,30.666999999999998,6.5502,34.03,2.0296,2.062,48.0,139.3,107.6,51.2,29.9,32.8,83.0,393.0,405.0,419.0,439.0,479.0,480.0,480.0,475.0,445.0,392.0,372.0,3661.0,4219.0,4461.0,2599.0,296.0,342.0,348.0,454.0,452.0,473.0,574.0,581.0,577.0,535.0,2134.0,2153.0,3276.0,3908.0,3359.0,2917.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-17,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-17,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-17
2497,45.0,139.0,79.0,104.0,366.8,364.6,43.5,94.0,60.6,61.6753,61.7,23.1151,9.2,31.0,6.55,32.3,2.0296,2.0016,47.4,140.0,106.8,53.3,25.3,32.4,82.6,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,393.0,372.0,4094.0,3973.0,4437.0,2504.0,298.0,344.0,348.0,454.0,453.0,473.0,572.0,582.0,574.0,537.0,2355.0,2126.0,3265.0,3863.0,3072.0,2872.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-18,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-18,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-18
2498,43.0,138.0,76.0,100.0,368.0,364.0,41.6,102.0,62.2,64.1,62.3512,22.8155,9.2,30.0,6.54,30.3,2.0335,1.992,44.4,138.0,101.9,58.5,28.6,32.0,80.2,392.0,404.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,393.0,372.0,3667.0,4083.0,4448.0,2571.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,534.0,2069.0,2168.0,3407.5,3491.0,3132.0,3136.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-19,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-19,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-19
2499,46.8,139.0,78.0,101.0,376.5,335.8,45.8,92.0,60.3406,60.8844,62.3,23.5,9.2,31.4,6.55,34.9,2.0266,1.999,47.3,140.0,110.8,58.0,32.6,36.6,82.8,393.0,405.0,420.0,441.0,479.0,479.0,479.0,475.0,444.0,394.0,373.0,3654.0,4067.0,4463.0,2585.0,296.0,342.0,349.0,454.0,453.0,472.0,574.0,582.0,577.0,537.0,2143.0,2125.0,3340.0,3914.0,3184.0,2893.0,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-20,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-20,1호기,1호기,2호기,3호기,2호기,LOT-225,PNL-20
2500,42.2,137.0,75.9,101.8,406.2,286.9,45.1,92.0,60.396,60.7242,61.9101,23.3939,9.2,30.8,6.55,35.3,2.0289,2.0,47.0,139.3,110.8,54.5,32.0,31.9,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,4118.0,4017.0,4490.0,2519.0,295.0,338.0,348.0,454.0,453.0,474.0,577.0,584.0,572.0,533.0,2120.0,2140.0,3477.0,3934.0,3079.0,2965.0,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-01,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-01,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-01
2501,42.4,137.9,76.0,102.5,342.8,371.3,43.3,98.4,61.0941,61.8529,61.9,22.8024,9.2,30.0,6.54,30.3,2.0288,1.9995,48.0,141.4,115.0,48.3,24.5,34.0,84.9,394.0,405.0,420.0,441.0,481.0,481.0,480.0,475.0,443.0,393.0,372.0,3768.0,4064.0,4442.0,2571.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,534.0,2069.0,2168.0,3407.5,3491.0,3132.0,3136.0,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-02,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-02,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-02
2502,46.2,138.0,78.8,101.0,381.4,339.1,45.9,92.0,60.0,62.1069,61.0,23.491999999999997,9.2,31.4,6.55,34.9,2.0247,1.9975,47.7,140.0,108.6,58.5,26.1,32.7,82.8,393.0,405.0,420.0,440.0,480.0,480.0,481.0,475.0,445.0,392.0,370.0,4099.0,4001.0,4477.0,2502.0,296.0,342.0,349.0,455.0,453.0,473.0,572.0,582.0,571.0,534.0,1998.0,2162.0,3494.0,3527.0,3232.0,3235.0,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-03,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-03,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-03
2503,46.0,138.0,79.8,102.0,344.9,426.0,43.8,92.0,60.408,60.1805,62.2023,23.3989,9.1995,30.9471,6.55,33.9356,2.0259,2.0623,47.3,139.8,109.4,57.6,35.8,32.5,83.0,392.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,371.0,3636.0,4082.0,4472.0,2582.0,296.0,342.0,348.0,454.0,453.0,473.0,569.0,581.0,573.0,531.0,2028.0,2197.0,3516.0,3491.0,3197.0,3164.0,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-04,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-04,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-04
2504,46.0,139.0,80.0,103.0,294.7,357.6,43.6,94.0,61.1576,62.9848,62.836999999999996,23.113000000000003,9.2,31.0,6.6,32.3,2.0273,2.0028,48.0,140.2,109.9,52.9,29.0,32.6,85.1,393.0,405.0,420.0,440.0,479.0,479.0,479.0,475.0,444.0,395.0,373.0,3679.0,4112.0,4507.0,2581.0,296.0,343.0,349.0,453.0,453.0,473.0,567.0,579.0,569.0,528.0,2028.0,2175.0,3576.0,3372.0,3304.0,3152.0,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-05,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-05,2호기,1호기,2호기,2호기,1호기,LOT-226,PNL-05
