,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_PH_TANK1.1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_PH_TANK1.2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_HEAT_CH01,PHOS_FIRE_TEMP_HEAT_CH02,PHOS_FIRE_TEMP_HEAT_CH03,PHOS_FIRE_TEMP_HEAT_CH04,PHOS_FIRE_TEMP_KEEP_CH01,PHOS_FIRE_TEMP_KEEP_CH02,PHOS_FIRE_TEMP_KEEP_CH03,PHOS_FIRE_TEMP_KEEP_CH04,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_TEMP_HEAT1_CH01,DIELEC_FIRE_TEMP_HEAT1_CH02,DIELEC_FIRE_TEMP_HEAT1_CH03,DIELEC_FIRE_TEMP_HEAT2_CH01,DIELEC_FIRE_TEMP_HEAT2_CH02,DIELEC_FIRE_TEMP_HEAT2_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_KEEP_CH03,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID
698,46.2,138.0,78.8,103.0,347.4,372.8,47.0,91.0,61.8112,64.418,63.9865,23.381999999999998,9.1996,30.9753,6.55,33.6787,2.0297,2.046,47.3,139.1,110.6,57.3,29.9,32.6,83.8,393.0,405.0,420.0,440.0,479.0,479.0,480.0,475.0,443.0,392.0,372.0,3647.0,4063.0,4477.0,2581.0,296.0,342.0,349.0,453.0,453.0,472.0,574.0,581.0,572.0,537.0,2115.0,2155.0,3333.0,3842.0,3018.0,2965.0,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-19,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-19,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-19
699,45.1,139.0,78.9,103.0,294.6,420.0,46.2,92.0,60.3167,62.799,61.3927,23.4021,9.1993,30.6052,6.5492,32.3844,2.0251,2.074,47.6,140.3,113.6,53.6,32.5,33.7,84.0,394.0,406.0,421.0,442.0,480.0,480.0,480.0,475.0,445.0,393.0,371.0,4135.0,3997.0,4729.0,2533.0,296.0,344.0,350.0,454.0,454.0,474.0,574.0,583.0,573.0,534.0,2186.0,2167.0,3246.0,3807.0,3031.0,3315.0,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-20,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-20,2호기,1호기,1호기,3호기,1호기,LOT-135,PNL-20
700,46.0,138.0,78.8,101.2,343.1,368.4,45.6,93.0,60.31399999999999,60.4323,62.8763,23.4946,9.2,31.4,6.55,34.9,2.0253,1.9998,47.3,139.2,107.4,57.4,35.3,32.9,82.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,391.0,371.0,3634.0,4096.0,4471.0,2590.0,295.0,342.0,349.0,453.0,453.0,473.0,570.0,582.0,570.0,534.0,2001.0,2207.0,3393.0,3341.0,3128.0,3233.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-01,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-01,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-01
701,45.8,139.0,78.0,101.1,350.7,378.2,45.4,92.0,62.3444,64.19,66.0678,23.5,9.1996,31.1,6.55,33.58,2.0272,2.0552,46.3,139.8,108.9,58.2,31.9,36.0,82.5,393.0,405.0,420.0,440.0,479.0,480.0,480.0,475.0,445.0,393.0,372.0,3645.0,4095.0,4473.0,2592.0,296.0,342.0,349.0,454.0,453.0,473.0,575.0,582.0,575.0,536.0,2112.0,2170.0,3251.0,4029.0,3049.0,2972.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-02,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-02,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-02
702,45.0,138.0,76.1,102.9,368.1,390.8,46.2,91.0,60.2022,60.8333,60.8118,23.4022,9.1999,30.6452,6.5496,33.5559,2.0269,2.0662,43.8,138.7,105.5,58.1,32.7,34.4,84.0,393.0,405.0,419.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,371.0,4124.0,4007.0,4492.0,2531.0,296.0,342.0,349.0,454.0,453.0,473.0,566.0,581.0,571.0,535.0,2022.0,2218.0,3477.0,3324.0,3197.0,3155.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-03,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-03,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-03
703,45.2,138.0,78.0,100.8,334.7,385.0,47.3,93.0,62.5667,64.2,63.6198,23.3854,9.2,30.8,6.55,35.3,2.0302,1.9939,42.4,138.4,105.5,58.1,21.9,32.2,83.0,394.0,406.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,391.0,370.0,4080.0,3981.0,4450.0,2505.0,296.0,342.0,349.0,453.0,453.0,472.0,572.0,581.0,577.0,538.0,2133.0,2166.0,3233.0,3818.0,3001.0,2935.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-04,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-04,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-04
704,46.0,138.0,76.1,101.8,388.9,359.8,45.0,92.0,60.8511,60.9545,60.7091,23.3989,9.1993,30.8,6.55,33.45,2.0267,2.0659,47.0,139.3,108.9,52.1,33.5,32.6,82.4,394.0,406.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,391.0,371.0,3655.0,4069.0,4465.0,2596.0,296.0,342.0,349.0,453.0,452.0,473.0,569.0,581.0,574.0,532.0,2121.0,2152.0,3438.0,3337.0,3165.0,3255.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-05,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-05,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-05
705,46.1,138.0,77.9,102.0,336.3,400.4,44.5,93.0,60.8,61.7214,62.1,23.3531,9.1995,30.8133,6.5497,32.6745,2.0261,2.0567,47.4,139.8,109.5,57.0,31.9,33.5,83.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,4274.0,4011.0,4469.0,2659.0,296.0,342.0,349.0,454.0,452.0,472.0,572.0,580.0,569.0,532.0,2010.0,2198.0,3512.0,3281.0,3266.0,3232.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-06,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-06,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-06
706,46.0,138.0,77.3,102.7,343.3,374.5,40.9,92.0,60.0068,60.9659,61.4,23.5034,9.1999,31.4,6.5499,34.9159,2.0289,2.0474,45.2,137.4,103.1,57.9,32.1,36.3,79.6,392.0,405.0,420.0,440.0,480.0,480.0,481.0,475.0,445.0,393.0,372.0,4122.0,4189.0,4445.0,2602.0,296.0,342.0,349.0,455.0,454.0,474.0,570.0,583.0,572.0,533.0,2032.0,2185.0,3549.0,3287.0,3199.0,3159.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-07,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-07,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-07
707,46.6,138.0,77.0,101.9,339.0,406.4,44.7,92.0,60.4314,60.4302,63.9721,23.3953,9.1997,31.1988,6.5494,34.1116,2.025,2.0578,46.4,139.4,109.5,56.5,32.9,32.9,81.7,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4100.0,4023.0,4452.0,2486.0,296.0,342.0,349.0,454.0,452.0,472.0,573.0,581.0,576.0,535.0,2178.0,2183.0,3361.0,3836.0,3099.0,2916.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-08,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-08,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-08
708,46.0,138.0,76.2,100.2,386.1,397.0,45.7,91.2,61.0516,60.0074,61.1526,23.4168,9.1997,31.0579,6.5498,34.6916,2.0302,2.0508,46.2,139.1,107.1,54.1,32.7,33.4,81.2,393.0,405.0,420.0,440.0,479.0,480.0,479.0,475.0,445.0,392.0,371.0,4127.0,4010.0,4471.0,2513.0,296.0,342.0,349.0,454.0,454.0,474.0,568.0,583.0,572.0,530.0,2031.0,2152.0,3448.0,3348.0,3317.0,3186.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-09,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-09,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-09
709,47.0,138.0,78.0,102.0,351.3,349.0,44.6,93.0,60.026,61.721000000000004,61.0,23.5,9.2,31.4,6.55,34.9,2.0257,1.9922,47.2,139.2,106.6,58.0,33.5,33.1,82.3,393.0,405.0,420.0,440.0,479.0,479.0,479.0,475.0,443.0,391.0,371.0,3652.0,4067.0,4455.0,2588.0,295.0,340.0,349.0,453.0,452.0,473.0,574.0,583.0,572.0,535.0,2171.0,2135.0,3319.0,4009.0,3095.0,2876.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-10,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-10,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-10
710,45.7,138.0,78.3,102.3,350.6,370.6,45.9,92.0,60.1737,61.7,60.3,23.4821,9.1989,30.5495,6.5504,34.1274,2.0294,2.0543,45.4,137.1,102.5,59.2,28.8,34.3,79.4,393.0,405.0,420.0,440.0,480.0,481.0,481.0,475.0,447.0,394.0,371.0,3664.0,4112.0,4468.0,2585.0,296.0,342.0,349.0,455.0,453.0,473.0,569.0,582.0,573.0,535.0,2091.0,2184.0,3538.0,3276.0,3140.0,3118.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-11,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-11,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-11
711,46.0,138.0,78.0,101.2,377.9,313.7,45.6,92.0,62.6558,62.7253,64.5,23.5,9.2,30.8,6.55,35.3,2.0304,1.7654,47.5,139.3,110.9,57.5,25.6,32.3,83.9,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,391.0,370.0,4099.0,3984.0,4479.0,2512.0,296.0,342.0,349.0,454.0,452.0,473.0,573.0,582.0,576.0,534.0,2150.0,2125.0,3366.0,3805.0,3020.0,2942.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-12,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-12,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-12
712,46.0,138.0,78.1,102.0,349.9,373.4,45.4,92.0,61.9206,65.0856,63.7907,23.5,9.2,31.4,6.55,34.9,2.0251,2.004,48.0,140.7,111.4,53.9,32.6,37.8,84.0,393.0,405.0,420.0,440.0,480.0,481.0,481.0,475.0,446.0,393.0,372.0,4089.0,3999.0,4442.0,2502.0,296.0,342.0,349.0,453.0,453.0,472.0,569.0,581.0,575.0,534.0,2003.0,2165.0,3555.0,3459.0,3195.0,3218.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-13,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-13,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-13
713,46.9,138.0,77.3,101.0,390.3,287.1,43.7,92.0,59.8381,60.9433,61.7794,23.5,9.1991,30.7072,6.5496,35.0639,2.0313,2.0572,47.4,141.5,115.3,56.2,28.9,32.9,84.6,392.0,404.0,419.0,439.0,479.0,479.0,480.0,475.0,443.0,392.0,372.0,3657.0,4074.0,4485.0,2611.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,581.0,570.0,533.0,2084.0,2157.0,3514.0,3336.0,3222.0,3184.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-14,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-14,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-14
714,46.0,138.0,77.0,101.0,354.0,424.0,39.9,92.0,61.2168,61.0516,64.3,23.4,9.2,30.8,6.55,35.3,2.0284,2.0141,47.1,139.7,110.7,57.7,30.5,32.2,83.9,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,370.0,4111.0,4026.0,4466.0,2497.0,295.0,342.0,350.0,453.0,453.0,473.0,569.0,582.0,569.0,534.0,1996.0,2154.0,3415.0,3265.0,3148.0,3235.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-15,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-15,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-15
715,47.1,139.0,78.1,103.0,331.6,424.4,43.4,93.0,60.6613,61.9452,62.8,23.0989,9.2,31.0,6.55,32.3,2.0276,1.9965,46.2,139.7,110.4,50.0,29.9,32.6,82.5,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4093.0,4014.0,4454.0,2487.0,296.0,342.0,349.0,454.0,453.0,473.0,575.0,582.0,574.0,539.0,2138.0,2116.0,3685.0,3773.0,3014.0,2956.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-16,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-16,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-16
716,45.2,138.0,76.8,101.5,320.5,399.1,46.0,92.0,62.894,61.2012,63.943999999999996,23.4583,9.199,31.1345,6.5,34.669000000000004,2.0283,2.0601,46.8,139.1,107.5,49.9,24.1,35.5,82.1,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,371.0,4099.0,3953.0,4407.0,2505.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,582.0,569.0,535.0,2182.0,2200.0,3711.0,3257.0,3605.0,3181.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-17,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-17,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-17
717,43.5,138.0,77.0,101.0,329.5,404.5,43.9,93.5,61.7282,62.4,61.5788,23.4024,9.1995,31.2,6.5499,35.0753,2.04,2.0465,48.2,141.2,114.9,50.1,29.3,33.0,84.9,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4078.0,4017.0,4442.0,2486.0,296.0,342.0,348.0,454.0,453.0,473.0,573.0,582.0,573.0,537.0,2161.0,2128.0,3319.0,3807.0,3133.0,2972.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-18,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-18,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-18
718,43.7,135.0,78.3,102.4,384.0,383.4,47.9,101.1,61.8671,61.1518,60.0,22.8071,9.2,30.0,6.54,30.3,2.0185,2.0049,47.0,139.5,108.4,47.9,31.5,32.4,82.9,393.0,404.0,420.0,440.0,480.0,480.0,480.0,475.0,446.0,394.0,371.0,3650.0,4061.0,4439.0,2576.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,534.0,2069.0,2168.0,3407.5,3491.0,3132.0,3136.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-19,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-19,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-19
719,44.2,138.0,77.1,101.9,350.2,382.6,44.6,92.0,61.5167,62.81,64.1322,23.5,9.1994,30.9011,6.5503,33.5056,2.0261,2.062,49.0,141.0,111.2,52.7,28.1,32.6,84.7,393.0,405.0,420.0,440.0,481.0,480.0,480.0,475.0,439.0,388.0,369.0,4113.0,3983.0,4446.0,2518.0,296.0,342.0,350.0,453.0,452.0,472.0,569.0,583.0,572.0,530.0,2010.0,2342.0,3429.0,3340.0,3131.0,3191.0,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-20,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-20,2호기,1호기,1호기,1호기,3호기,LOT-136,PNL-20
720,44.0,138.0,78.4,102.0,287.1,440.6,38.8,92.0,59.8976,60.2,59.5036,23.4024,9.1992,30.8048,6.5488,33.5619,2.0337,2.056,48.0,140.0,108.5,57.4,33.6,33.4,83.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,393.0,372.0,3636.0,4052.0,4431.0,2591.0,297.0,342.0,349.0,454.0,452.0,472.0,572.0,581.0,574.0,538.0,2214.0,2162.0,3256.0,3790.0,3046.0,2956.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-01,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-01,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-01
721,46.0,138.0,77.1,101.9,331.4,425.3,46.0,93.0,61.2612,60.9673,64.3,23.3786,9.1992,30.552,6.5502,32.0184,2.0285,2.0692,46.3,140.0,110.1,60.7,23.7,37.0,83.3,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,370.0,4124.0,4053.0,4458.0,2525.0,296.0,341.0,348.0,454.0,453.0,473.0,569.0,583.0,572.0,533.0,2036.0,2172.0,3458.0,3356.0,3135.0,3155.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-02,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-02,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-02
722,46.0,138.0,77.0,103.0,393.6,326.4,42.7,92.0,60.383,60.233999999999995,60.6311,23.4868,9.1992,30.6613,6.5494,33.8972,2.0312,2.0671,47.6,139.8,109.2,55.2,35.4,32.2,83.0,393.0,405.0,421.0,441.0,480.0,481.0,480.0,475.0,444.0,390.0,369.0,3654.0,4077.0,4452.0,2594.0,295.0,341.0,349.0,456.0,453.0,473.0,570.0,582.0,571.0,534.0,1989.0,2189.0,3500.0,3338.0,3233.0,3213.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-03,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-03,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-03
723,44.3,138.0,76.7,102.7,344.6,390.3,44.4,97.7,60.4,61.2,60.9989,23.4946,9.2,30.8,6.6,35.3,2.0313,2.0099,47.5,139.8,108.2,56.1,31.8,28.7,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,3658.0,4105.0,4495.0,2596.0,297.0,342.0,349.0,454.0,453.0,472.0,573.0,582.0,576.0,537.0,2113.0,2135.0,3357.0,3862.0,3048.0,2970.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-04,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-04,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-04
724,45.7,138.0,76.3,102.7,316.8,353.0,46.0,92.0,62.4857,60.7,62.2726,23.4607,9.1994,31.2274,6.5501,34.8821,2.0287,2.0625,47.7,140.0,111.4,53.5,28.0,30.8,83.9,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,393.0,371.0,3629.0,4035.0,4434.0,2590.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,582.0,571.0,534.0,1994.0,2193.0,3419.0,3743.0,3149.0,3159.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-05,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-05,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-05
725,45.1,138.0,77.1,102.0,345.0,387.9,45.9,93.0,60.7021,61.6474,60.4196,23.3804,9.1994,30.4423,6.5498,33.0722,2.0239,2.0211,46.9,138.9,104.5,58.6,32.1,29.3,82.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,4140.0,4000.0,4458.0,2526.0,295.0,341.0,349.0,454.0,453.0,472.0,570.0,582.0,574.0,530.0,2030.0,2221.0,3578.0,3307.0,3200.0,3149.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-06,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-06,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-06
726,45.9,138.0,77.9,102.0,303.6,427.3,45.6,92.0,61.5479,60.6802,62.0469,23.3677,9.1995,30.8021,6.5498,32.3448,2.03,2.06,46.7,138.6,101.3,56.5,28.2,32.4,81.3,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4098.0,3981.0,4454.0,2496.0,296.0,342.0,349.0,454.0,452.0,472.0,572.0,581.0,570.0,532.0,2003.0,2166.0,3429.0,3329.0,3197.0,3175.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-07,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-07,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-07
727,46.0,139.0,79.0,102.4,339.5,348.6,45.9,92.0,60.6043,61.3936,60.7968,23.3745,9.2,32.0,6.53,34.9,2.0366,1.9844,45.8,140.0,110.5,53.3,14.6,36.2,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,371.0,4039.0,4027.0,4408.0,2509.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,581.0,577.0,538.0,2127.0,2122.0,3268.0,3889.0,3084.0,2879.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-08,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-08,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-08
728,46.0,139.0,80.0,102.0,310.0,392.0,43.1,94.0,62.3663,64.4696,64.137,23.4,9.1995,31.0707,6.5498,34.3641,2.0299,2.0207,48.0,141.2,111.4,52.2,31.7,34.4,85.1,392.0,404.0,419.0,439.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,3618.0,4051.0,4422.0,2574.0,295.0,341.0,348.0,456.0,454.0,474.0,570.0,582.0,572.0,535.0,2007.0,2189.0,3474.0,3227.0,3161.0,3123.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-09,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-09,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-09
729,44.0,138.0,77.2,102.6,357.2,336.1,46.2,92.0,61.3,62.3,66.28699999999999,23.5,9.1997,31.1087,6.55,33.6174,2.0303,2.0602,48.5,141.0,111.7,55.0,27.5,36.8,85.0,393.0,405.0,420.0,440.0,481.0,480.0,480.0,475.0,445.0,392.0,370.0,4124.0,3996.0,4428.0,2514.0,296.0,342.0,348.0,454.0,452.0,472.0,575.0,582.0,575.0,533.0,2149.0,2127.0,3227.0,4177.0,3019.0,2964.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-10,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-10,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-10
730,45.0,139.0,77.0,104.0,364.0,356.0,45.5,93.0,60.1318,62.7682,62.1882,23.5059,9.2,31.4,6.55,34.9,2.0258,2.0145,46.0,139.6,109.0,59.2,32.5,35.4,81.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,395.0,373.0,3653.0,4083.0,4466.0,2591.0,296.0,341.0,349.0,454.0,453.0,473.0,571.0,583.0,570.0,533.0,2023.0,2194.0,3486.0,3363.0,3230.0,3177.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-11,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-11,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-11
731,45.1,138.0,77.1,101.0,405.2,343.0,45.0,92.0,61.0268,64.5959,64.4134,23.4062,9.1991,30.6546,6.5502,32.8392,2.0297,2.0835,47.4,140.1,113.3,56.2,31.1,33.9,84.0,394.0,406.0,421.0,441.0,479.0,479.0,479.0,475.0,443.0,392.0,371.0,3662.0,4063.0,4467.0,2589.0,296.0,341.0,348.0,455.0,454.0,474.0,571.0,583.0,571.0,534.0,2017.0,2157.0,3611.0,3282.0,3146.0,3163.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-12,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-12,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-12
732,44.2,138.0,77.9,101.8,321.5,425.2,45.1,91.1,60.0286,60.6827,61.1653,23.401,9.2,30.8,6.55,35.3,2.0247,1.9987,48.0,140.7,109.2,54.2,29.6,36.5,83.5,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,4120.0,3998.0,4474.0,2517.0,296.0,342.0,349.0,454.0,453.0,473.0,577.0,584.0,574.0,533.0,2110.0,2140.0,3310.0,4134.0,3073.0,2972.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-13,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-13,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-13
733,46.0,138.0,78.9,102.9,369.8,402.2,42.3,92.1,62.0,63.9781,61.5524,23.3771,9.1993,30.8543,6.5498,33.5952,2.0234,2.0565,47.8,140.0,110.0,58.2,31.2,32.9,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,391.0,371.0,3661.0,4081.0,4493.0,2588.0,295.0,341.0,349.0,453.0,452.0,472.0,575.0,582.0,573.0,527.0,2160.0,2138.0,3326.0,3807.0,3119.0,3116.0,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-14,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-14,1호기,1호기,1호기,2호기,2호기,LOT-137,PNL-14
